age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,subscribe,date
32,admin.,married,secondary,True,-1272.0,True,True,unknown,606,5,-1,0.0,True,2008-06-06
42,blue-collar,married,primary,True,480.0,True,True,unknown,288,12,-1,0.0,True,2008-06-06
59,blue-collar,married,secondary,True,0.0,True,True,unknown,135,1,-1,0.0,True,2008-06-06
44,self-employed,married,tertiary,True,425.0,True,True,unknown,147,1,-1,0.0,True,2008-06-06
35,services,married,secondary,True,193.0,True,True,unknown,50,1,-1,0.0,True,2008-06-06
55,blue-collar,married,unknown,True,7561.0,True,True,unknown,685,3,-1,0.0,True,2008-06-06
35,admin.,single,tertiary,True,-162.0,True,True,unknown,119,1,-1,0.0,True,2008-06-06
40,admin.,married,secondary,True,947.0,True,True,unknown,160,1,-1,0.0,True,2008-06-06
48,entrepreneur,married,secondary,True,4037.0,True,True,unknown,23,1,-1,0.0,True,2008-06-06
42,blue-collar,married,secondary,True,375.0,True,True,unknown,99,5,-1,0.0,True,2008-06-06
39,entrepreneur,married,secondary,True,0.0,True,True,unknown,119,4,-1,0.0,True,2008-06-06
37,housemaid,single,secondary,True,-178.0,True,True,unknown,122,5,-1,0.0,True,2008-06-06
28,blue-collar,married,secondary,True,822.0,True,True,unknown,209,18,-1,0.0,True,2008-06-06
46,services,married,secondary,True,2215.0,True,True,unknown,222,2,-1,0.0,True,2008-06-06
41,services,single,secondary,True,260.0,True,True,unknown,75,1,-1,0.0,True,2008-06-06
35,technician,married,tertiary,True,7951.0,True,True,unknown,103,1,-1,0.0,True,2008-06-06
39,blue-collar,single,secondary,True,1170.0,True,True,unknown,383,1,-1,0.0,True,2008-06-06
34,blue-collar,married,secondary,True,291.0,True,True,unknown,111,5,-1,0.0,True,2008-06-06
39,technician,single,unknown,True,75.0,True,True,unknown,26,1,-1,0.0,True,2008-06-06
48,management,married,tertiary,True,-1232.0,True,True,unknown,183,1,-1,0.0,True,2008-06-06
37,self-employed,married,secondary,True,215.0,True,True,unknown,61,1,-1,0.0,True,2008-06-06
52,unknown,married,primary,True,547.0,True,True,unknown,33,2,-1,0.0,True,2008-06-06
37,blue-collar,married,secondary,True,3574.0,True,True,unknown,117,1,-1,0.0,True,2008-06-06
38,technician,single,secondary,True,0.0,True,True,unknown,64,1,-1,0.0,True,2008-06-06
36,student,married,primary,True,3503.0,True,True,unknown,31,1,-1,0.0,True,2008-06-06
39,management,married,tertiary,True,575.0,True,True,unknown,109,1,-1,0.0,True,2008-06-06
35,blue-collar,single,primary,True,3798.0,True,True,unknown,19,1,-1,0.0,True,2008-06-06
41,technician,married,secondary,True,1297.0,True,True,unknown,82,1,-1,0.0,True,2008-06-06
50,management,married,tertiary,True,0.0,True,True,unknown,243,7,-1,0.0,True,2008-06-06
36,services,divorced,secondary,True,115.0,True,True,unknown,201,1,-1,0.0,True,2008-06-06
54,admin.,divorced,primary,True,0.0,True,True,unknown,127,1,-1,0.0,True,2008-06-06
38,admin.,married,secondary,True,4874.0,True,True,unknown,1291,3,-1,0.0,True,2008-06-06
38,technician,married,secondary,True,4741.0,True,True,unknown,221,10,-1,0.0,True,2008-06-09
53,retired,divorced,primary,True,2997.0,True,True,unknown,162,1,-1,0.0,True,2008-06-09
38,admin.,married,secondary,True,9618.0,True,True,unknown,214,1,-1,0.0,True,2008-06-09
47,unemployed,married,secondary,True,2024.0,True,True,unknown,169,1,-1,0.0,True,2008-06-09
56,technician,married,secondary,True,992.0,True,True,unknown,123,1,-1,0.0,True,2008-06-09
40,blue-collar,married,primary,True,676.0,True,True,unknown,74,1,-1,0.0,True,2008-06-09
57,technician,married,secondary,True,93.0,True,True,unknown,82,2,-1,0.0,True,2008-06-09
45,unemployed,married,secondary,True,1603.0,True,True,unknown,164,2,-1,0.0,True,2008-06-09
51,retired,married,primary,True,610.0,True,True,unknown,86,2,-1,0.0,True,2008-06-09
45,services,married,primary,True,60.0,True,True,unknown,349,2,-1,0.0,True,2008-06-09
42,technician,married,secondary,True,6250.0,True,True,unknown,107,3,-1,0.0,True,2008-06-09
42,management,married,primary,True,4362.0,True,True,unknown,238,1,-1,0.0,True,2008-06-09
59,housemaid,married,secondary,True,345.0,True,True,unknown,38,1,-1,0.0,True,2008-06-09
43,services,married,secondary,True,861.0,True,True,unknown,78,1,-1,0.0,True,2008-06-09
57,services,married,secondary,True,1166.0,True,True,unknown,106,1,-1,0.0,True,2008-06-09
53,unknown,married,secondary,True,16.0,True,True,unknown,100,1,-1,0.0,True,2008-06-09
36,blue-collar,married,unknown,True,3783.0,True,True,unknown,113,1,-1,0.0,True,2008-06-09
46,blue-collar,married,primary,True,1666.0,True,True,unknown,94,13,-1,0.0,True,2008-06-09
47,retired,married,secondary,True,2383.0,True,True,unknown,529,1,-1,0.0,True,2008-06-09
44,entrepreneur,married,tertiary,True,31.0,True,True,unknown,467,1,-1,0.0,True,2008-06-09
45,technician,married,tertiary,True,1780.0,True,True,unknown,464,1,-1,0.0,True,2008-06-09
44,blue-collar,married,primary,True,2135.0,True,True,unknown,61,1,-1,0.0,True,2008-06-09
37,blue-collar,married,primary,True,351.0,True,True,unknown,108,1,-1,0.0,True,2008-06-09
59,housemaid,married,primary,True,0.0,True,True,unknown,332,1,-1,0.0,True,2008-06-09
58,housemaid,married,tertiary,True,1280.0,True,True,unknown,112,1,-1,0.0,True,2008-06-09
48,management,married,primary,True,1744.0,True,True,unknown,181,1,-1,0.0,True,2008-06-09
42,management,married,primary,True,0.0,True,True,unknown,108,1,-1,0.0,True,2008-06-09
58,housemaid,married,primary,True,2348.0,True,True,unknown,226,1,-1,0.0,True,2008-06-09
37,unemployed,single,primary,True,1241.0,True,True,unknown,60,2,-1,0.0,True,2008-06-09
35,technician,married,tertiary,True,2518.0,True,True,unknown,400,1,-1,0.0,True,2008-06-09
44,admin.,married,secondary,True,1497.0,True,True,unknown,60,1,-1,0.0,True,2008-06-09
35,management,married,tertiary,True,2308.0,True,True,unknown,540,1,-1,0.0,True,2008-06-09
58,housemaid,married,primary,True,258.0,True,True,unknown,174,1,-1,0.0,True,2008-06-09
41,admin.,married,secondary,True,176.0,True,True,unknown,196,1,-1,0.0,True,2008-06-09
47,management,married,unknown,True,150.0,True,True,unknown,52,1,-1,0.0,True,2008-06-09
35,self-employed,married,secondary,True,-3.0,True,True,unknown,438,5,-1,0.0,True,2008-06-09
46,housemaid,married,primary,True,39.0,True,True,unknown,74,2,-1,0.0,True,2008-06-09
58,management,divorced,tertiary,True,5.0,True,True,unknown,412,1,-1,0.0,True,2008-06-09
34,housemaid,married,tertiary,True,5011.0,True,True,unknown,311,2,-1,0.0,True,2008-06-09
45,retired,divorced,primary,True,261.0,True,True,unknown,123,1,-1,0.0,True,2008-06-09
49,management,divorced,primary,True,49.0,True,True,unknown,232,1,-1,0.0,True,2008-06-09
37,blue-collar,single,primary,True,7027.0,True,True,unknown,65,1,-1,0.0,True,2008-06-09
51,self-employed,married,tertiary,True,150.0,True,True,unknown,146,1,-1,0.0,True,2008-06-09
59,retired,married,unknown,True,1491.0,True,True,unknown,157,2,-1,0.0,True,2008-06-09
51,services,married,secondary,True,-467.0,True,True,unknown,216,5,-1,0.0,True,2008-06-09
46,housemaid,divorced,secondary,True,154.0,True,True,unknown,79,1,-1,0.0,True,2008-06-09
25,services,married,secondary,True,77.0,True,True,unknown,220,4,-1,0.0,True,2008-06-09
38,services,married,secondary,True,1005.0,True,True,unknown,152,2,-1,0.0,True,2008-06-09
39,blue-collar,single,primary,True,1530.0,True,True,unknown,140,1,-1,0.0,True,2008-06-09
37,admin.,married,secondary,True,0.0,True,True,unknown,89,1,-1,0.0,True,2008-06-09
45,blue-collar,single,primary,True,4289.0,True,True,unknown,400,1,-1,0.0,True,2008-06-09
40,blue-collar,single,primary,True,397.0,True,True,unknown,163,1,-1,0.0,True,2008-06-09
39,management,married,tertiary,True,2810.0,True,True,unknown,77,1,-1,0.0,True,2008-06-09
40,services,married,secondary,True,37.0,True,True,unknown,356,5,-1,0.0,True,2008-06-09
54,housemaid,divorced,primary,True,215.0,True,True,unknown,117,2,-1,0.0,True,2008-06-09
35,admin.,married,secondary,True,5768.0,True,True,unknown,145,1,-1,0.0,True,2008-06-09
49,management,divorced,secondary,True,-46.0,True,True,unknown,1055,10,-1,0.0,True,2008-06-09
41,management,married,secondary,True,5585.0,True,True,unknown,772,1,-1,0.0,True,2008-06-09
56,technician,single,tertiary,True,917.0,True,True,unknown,306,1,-1,0.0,True,2008-06-09
39,management,married,primary,True,1873.0,True,True,unknown,161,2,-1,0.0,True,2008-06-09
41,blue-collar,married,primary,True,16431.0,True,True,unknown,139,1,-1,0.0,True,2008-06-09
37,blue-collar,married,primary,True,178.0,True,True,unknown,72,1,-1,0.0,True,2008-06-09
52,housemaid,divorced,primary,True,3899.0,True,True,unknown,49,1,-1,0.0,True,2008-06-09
36,technician,married,secondary,True,300.0,True,True,unknown,287,1,-1,0.0,True,2008-06-09
56,admin.,married,secondary,True,2146.0,True,True,unknown,594,1,-1,0.0,True,2008-06-09
58,entrepreneur,married,tertiary,True,2920.0,True,True,unknown,136,1,-1,0.0,True,2008-06-09
38,technician,married,secondary,True,994.0,True,True,unknown,119,1,-1,0.0,True,2008-06-09
53,management,divorced,primary,True,443.0,True,True,unknown,422,1,-1,0.0,True,2008-06-09
44,management,married,tertiary,True,2876.0,True,True,unknown,125,1,-1,0.0,True,2008-06-09
53,retired,single,primary,True,0.0,True,True,unknown,114,1,-1,0.0,True,2008-06-09
54,management,married,tertiary,True,153.0,True,True,unknown,99,3,-1,0.0,True,2008-06-09
39,blue-collar,married,tertiary,True,10483.0,True,True,unknown,218,1,-1,0.0,True,2008-06-09
30,management,single,tertiary,True,156.0,True,True,unknown,174,9,-1,0.0,True,2008-06-09
47,blue-collar,married,primary,True,214.0,True,True,unknown,168,1,-1,0.0,True,2008-06-09
39,housemaid,married,secondary,True,633.0,True,True,unknown,233,1,-1,0.0,True,2008-06-09
35,housemaid,married,secondary,True,14000.0,True,True,unknown,121,2,-1,0.0,True,2008-06-09
41,housemaid,married,primary,True,884.0,True,True,unknown,322,1,-1,0.0,True,2008-06-09
58,retired,married,secondary,True,630.0,True,True,unknown,443,2,-1,0.0,True,2008-06-09
39,unemployed,married,primary,True,7372.0,True,True,unknown,76,1,-1,0.0,True,2008-06-09
36,management,divorced,tertiary,True,7821.0,True,True,unknown,217,1,-1,0.0,True,2008-06-09
57,housemaid,married,primary,True,0.0,True,True,unknown,257,2,-1,0.0,True,2008-06-09
50,services,married,secondary,True,1595.0,True,True,unknown,882,1,-1,0.0,True,2008-06-09
47,management,married,unknown,True,1046.0,True,True,unknown,83,1,-1,0.0,True,2008-06-09
38,blue-collar,married,secondary,True,0.0,True,True,unknown,254,1,-1,0.0,True,2008-06-09
50,housemaid,married,secondary,True,1484.0,True,True,unknown,213,1,-1,0.0,True,2008-06-09
44,technician,married,secondary,True,11016.0,True,True,unknown,252,3,-1,0.0,True,2008-06-09
57,unemployed,married,primary,True,0.0,True,True,unknown,540,1,-1,0.0,True,2008-06-09
56,blue-collar,married,primary,True,547.0,True,True,unknown,84,1,-1,0.0,True,2008-06-09
38,management,single,secondary,True,53.0,True,True,unknown,280,1,-1,0.0,True,2008-06-09
57,blue-collar,married,primary,True,179.0,True,True,unknown,230,3,-1,0.0,True,2008-06-09
53,technician,divorced,secondary,True,-896.0,True,True,unknown,452,1,-1,0.0,True,2008-06-09
42,self-employed,married,secondary,True,13242.0,True,True,unknown,149,1,-1,0.0,True,2008-06-09
38,blue-collar,married,primary,True,2569.0,True,True,unknown,172,1,-1,0.0,True,2008-06-09
50,retired,single,primary,True,208.0,True,True,unknown,51,1,-1,0.0,True,2008-06-09
49,retired,single,primary,True,505.0,True,True,unknown,35,1,-1,0.0,True,2008-06-09
39,blue-collar,married,secondary,True,5201.0,True,True,unknown,317,1,-1,0.0,True,2008-06-09
49,services,married,secondary,True,3169.0,True,True,unknown,626,1,-1,0.0,True,2008-06-09
31,management,single,tertiary,True,499.0,True,True,unknown,122,2,-1,0.0,True,2008-06-09
48,management,divorced,secondary,True,635.0,True,True,unknown,236,2,-1,0.0,True,2008-06-09
47,technician,married,tertiary,True,4568.0,True,True,unknown,100,1,-1,0.0,True,2008-06-09
56,management,married,secondary,True,819.0,True,True,unknown,55,1,-1,0.0,True,2008-06-09
39,blue-collar,divorced,secondary,True,2601.0,True,True,unknown,70,1,-1,0.0,True,2008-06-09
55,management,married,secondary,True,8592.0,True,True,unknown,255,1,-1,0.0,True,2008-06-09
39,self-employed,married,secondary,True,235.0,True,True,unknown,217,1,-1,0.0,True,2008-06-09
36,management,married,primary,True,22856.0,True,True,unknown,1098,1,-1,0.0,True,2008-06-09
38,blue-collar,single,unknown,True,840.0,True,True,unknown,176,6,-1,0.0,True,2008-06-09
45,housemaid,married,primary,True,1100.0,True,True,unknown,331,6,-1,0.0,True,2008-06-09
43,management,single,tertiary,True,1046.0,True,True,unknown,901,1,-1,0.0,True,2008-06-09
47,technician,single,secondary,True,361.0,True,True,unknown,123,2,-1,0.0,True,2008-06-09
59,retired,married,secondary,True,1173.0,True,True,unknown,77,2,-1,0.0,True,2008-06-09
60,management,married,unknown,True,2508.0,True,True,unknown,91,1,-1,0.0,True,2008-06-09
45,retired,single,tertiary,True,212.0,True,True,unknown,63,1,-1,0.0,True,2008-06-09
39,blue-collar,married,primary,True,0.0,True,True,unknown,173,1,-1,0.0,True,2008-06-09
36,services,married,primary,True,179.0,True,True,unknown,411,1,-1,0.0,True,2008-06-09
47,technician,married,secondary,True,10179.0,True,True,unknown,179,2,-1,0.0,True,2008-06-09
57,technician,divorced,secondary,True,164.0,True,True,unknown,139,2,-1,0.0,True,2008-06-09
43,technician,single,secondary,True,1462.0,True,True,unknown,75,2,-1,0.0,True,2008-06-09
49,blue-collar,married,primary,True,902.0,True,True,unknown,210,2,-1,0.0,True,2008-06-09
58,self-employed,divorced,tertiary,True,1382.0,True,True,unknown,700,1,-1,0.0,True,2008-06-09
59,retired,divorced,tertiary,True,1197.0,True,True,unknown,329,4,-1,0.0,True,2008-06-09
45,technician,married,primary,True,-322.0,True,True,unknown,225,2,-1,0.0,True,2008-06-09
54,entrepreneur,married,secondary,True,0.0,True,True,unknown,96,1,-1,0.0,True,2008-06-09
60,housemaid,divorced,primary,True,1190.0,True,True,unknown,166,1,-1,0.0,True,2008-06-09
38,technician,married,secondary,True,6975.0,True,True,unknown,186,3,-1,0.0,True,2008-06-09
45,blue-collar,married,secondary,True,2152.0,True,True,unknown,92,1,-1,0.0,True,2008-06-09
51,admin.,married,unknown,True,3558.0,True,True,unknown,80,3,-1,0.0,True,2008-06-09
55,technician,single,unknown,True,776.0,True,True,unknown,67,1,-1,0.0,True,2008-06-09
53,management,married,primary,True,2096.0,True,True,unknown,104,1,-1,0.0,True,2008-06-09
50,technician,married,tertiary,True,3117.0,True,True,unknown,174,1,-1,0.0,True,2008-06-09
38,blue-collar,married,secondary,True,2423.0,True,True,unknown,37,1,-1,0.0,True,2008-06-09
57,blue-collar,married,secondary,True,5553.0,True,True,unknown,589,1,-1,0.0,True,2008-06-09
58,housemaid,married,primary,True,422.0,True,True,unknown,183,1,-1,0.0,True,2008-06-09
53,blue-collar,married,secondary,True,1626.0,True,True,unknown,151,1,-1,0.0,True,2008-06-09
40,admin.,married,tertiary,True,10035.0,True,True,unknown,29,1,-1,0.0,True,2008-06-09
46,housemaid,married,primary,True,103.0,True,True,unknown,186,1,-1,0.0,True,2008-06-09
36,technician,married,secondary,True,26.0,True,True,unknown,73,1,-1,0.0,True,2008-06-09
48,services,married,secondary,True,533.0,True,True,unknown,63,1,-1,0.0,True,2008-06-09
35,management,married,tertiary,True,1012.0,True,True,unknown,105,1,-1,0.0,True,2008-06-09
59,blue-collar,divorced,primary,True,1320.0,True,True,unknown,522,1,-1,0.0,True,2008-06-09
45,services,married,secondary,True,-1036.0,True,True,unknown,65,17,-1,0.0,True,2008-06-09
36,entrepreneur,married,unknown,True,60.0,True,True,unknown,557,2,-1,0.0,True,2008-06-09
51,technician,married,tertiary,True,1057.0,True,True,unknown,149,2,-1,0.0,True,2008-06-09
52,housemaid,married,secondary,True,3034.0,True,True,unknown,206,2,-1,0.0,True,2008-06-09
36,blue-collar,single,unknown,True,2054.0,True,True,unknown,378,1,-1,0.0,True,2008-06-09
38,management,married,secondary,True,-104.0,True,True,unknown,100,7,-1,0.0,True,2008-06-09
42,technician,married,secondary,True,0.0,True,True,unknown,81,1,-1,0.0,True,2008-06-09
55,management,married,primary,True,229.0,True,True,unknown,175,3,-1,0.0,True,2008-06-09
38,management,married,secondary,True,-323.0,True,True,unknown,250,1,-1,0.0,True,2008-06-09
49,management,married,secondary,True,0.0,True,True,unknown,156,2,-1,0.0,True,2008-06-09
37,blue-collar,married,primary,True,1021.0,True,True,unknown,173,1,-1,0.0,True,2008-06-09
47,blue-collar,married,secondary,True,-423.0,True,True,unknown,127,2,-1,0.0,True,2008-06-09
38,technician,single,tertiary,True,1619.0,True,True,unknown,324,1,-1,0.0,True,2008-06-09
37,blue-collar,single,primary,True,5473.0,True,True,unknown,198,2,-1,0.0,True,2008-06-09
46,admin.,single,secondary,True,9326.0,True,True,unknown,105,1,-1,0.0,True,2008-06-09
57,housemaid,married,primary,True,473.0,True,True,unknown,87,1,-1,0.0,True,2008-06-09
60,management,married,primary,True,4895.0,True,True,unknown,313,1,-1,0.0,True,2008-06-09
53,blue-collar,divorced,primary,True,4222.0,True,True,unknown,112,1,-1,0.0,True,2008-06-09
46,housemaid,married,primary,True,75.0,True,True,unknown,302,1,-1,0.0,True,2008-06-09
36,management,married,tertiary,True,669.0,True,True,unknown,91,1,-1,0.0,True,2008-06-09
56,services,divorced,secondary,True,450.0,True,True,unknown,47,1,-1,0.0,True,2008-06-09
52,management,divorced,secondary,True,944.0,True,True,unknown,119,1,-1,0.0,True,2008-06-09
50,entrepreneur,married,tertiary,True,861.0,True,True,unknown,117,1,-1,0.0,True,2008-06-09
44,management,married,tertiary,True,349.0,True,True,unknown,58,1,-1,0.0,True,2008-06-09
37,entrepreneur,married,unknown,True,1134.0,True,True,unknown,142,3,-1,0.0,True,2008-06-09
45,blue-collar,married,primary,True,665.0,True,True,unknown,183,2,-1,0.0,True,2008-06-09
42,housemaid,divorced,secondary,True,314.0,True,True,unknown,249,2,-1,0.0,True,2008-06-09
35,admin.,married,secondary,True,1035.0,True,True,unknown,274,2,-1,0.0,True,2008-06-09
52,admin.,married,secondary,True,1004.0,True,True,unknown,144,1,-1,0.0,True,2008-06-09
51,housemaid,divorced,primary,True,3982.0,True,True,unknown,23,1,-1,0.0,True,2008-06-09
47,admin.,married,secondary,True,533.0,True,True,unknown,128,1,-1,0.0,True,2008-06-09
38,technician,married,primary,True,217.0,True,True,unknown,491,6,-1,0.0,True,2008-06-09
45,blue-collar,married,primary,True,900.0,True,True,unknown,213,1,-1,0.0,True,2008-06-09
58,management,married,secondary,True,835.0,True,True,unknown,164,1,-1,0.0,True,2008-06-09
45,admin.,married,secondary,True,967.0,True,True,unknown,63,1,-1,0.0,True,2008-06-09
52,retired,married,secondary,True,603.0,True,True,unknown,79,1,-1,0.0,True,2008-06-09
36,blue-collar,single,secondary,True,284.0,True,True,unknown,114,1,-1,0.0,True,2008-06-09
37,unknown,married,unknown,True,1699.0,True,True,unknown,63,1,-1,0.0,True,2008-06-09
36,admin.,single,secondary,True,13698.0,True,True,unknown,136,1,-1,0.0,True,2008-06-09
57,housemaid,divorced,primary,True,0.0,True,True,unknown,97,1,-1,0.0,True,2008-06-09
45,housemaid,married,tertiary,True,0.0,True,True,unknown,100,1,-1,0.0,True,2008-06-09
47,admin.,divorced,secondary,True,-364.0,True,True,unknown,240,2,-1,0.0,True,2008-06-09
40,technician,married,tertiary,True,2946.0,True,True,unknown,78,2,-1,0.0,True,2008-06-09
48,blue-collar,divorced,primary,True,183.0,True,True,unknown,940,1,-1,0.0,True,2008-06-09
39,housemaid,married,primary,True,267.0,True,True,unknown,1151,5,-1,0.0,True,2008-06-09
52,retired,married,primary,True,537.0,True,True,unknown,85,1,-1,0.0,True,2008-06-09
52,housemaid,married,primary,True,5137.0,True,True,unknown,199,1,-1,0.0,True,2008-06-09
37,admin.,married,secondary,True,1093.0,True,True,unknown,160,1,-1,0.0,True,2008-06-09
51,blue-collar,married,primary,True,0.0,True,True,unknown,166,2,-1,0.0,True,2008-06-09
55,management,married,secondary,True,190.0,True,True,unknown,271,2,-1,0.0,True,2008-06-09
40,unemployed,married,primary,True,400.0,True,True,unknown,317,1,-1,0.0,True,2008-06-09
44,services,divorced,secondary,True,20.0,True,True,unknown,98,1,-1,0.0,True,2008-06-09
52,unemployed,married,secondary,True,-9.0,True,True,unknown,123,1,-1,0.0,True,2008-06-09
37,admin.,married,secondary,True,439.0,True,True,unknown,321,1,-1,0.0,True,2008-06-09
57,blue-collar,married,primary,True,0.0,True,True,unknown,73,2,-1,0.0,True,2008-06-09
35,services,divorced,secondary,True,305.0,True,True,unknown,327,2,-1,0.0,True,2008-06-09
36,management,married,tertiary,True,2823.0,True,True,unknown,411,2,-1,0.0,True,2008-06-09
36,blue-collar,married,secondary,True,561.0,True,True,unknown,198,2,-1,0.0,True,2008-06-09
40,technician,divorced,secondary,True,-1.0,True,True,unknown,24,1,-1,0.0,True,2008-06-09
41,technician,single,tertiary,True,1104.0,True,True,unknown,352,1,-1,0.0,True,2008-06-09
60,retired,married,tertiary,True,2261.0,True,True,unknown,245,1,-1,0.0,True,2008-06-09
55,housemaid,married,primary,True,2603.0,True,True,unknown,559,1,-1,0.0,True,2008-06-09
44,management,single,secondary,True,1012.0,True,True,unknown,440,1,-1,0.0,True,2008-06-09
42,management,single,tertiary,True,1206.0,True,True,unknown,136,4,-1,0.0,True,2008-06-09
38,housemaid,divorced,primary,True,359.0,True,True,unknown,242,4,-1,0.0,True,2008-06-09
35,services,married,secondary,True,8412.0,True,True,unknown,479,4,-1,0.0,True,2008-06-09
54,management,married,tertiary,True,2226.0,True,True,unknown,514,3,-1,0.0,True,2008-06-09
56,management,married,primary,True,1172.0,True,True,unknown,91,3,-1,0.0,True,2008-06-09
40,services,married,unknown,True,88.0,True,True,unknown,78,2,-1,0.0,True,2008-06-09
42,admin.,married,secondary,True,1030.0,True,True,unknown,148,3,-1,0.0,True,2008-06-09
57,unemployed,married,primary,True,7880.0,True,True,unknown,318,2,-1,0.0,True,2008-06-09
47,services,single,secondary,True,3644.0,True,True,unknown,83,2,-1,0.0,True,2008-06-09
45,admin.,single,secondary,True,276.0,True,True,unknown,346,2,-1,0.0,True,2008-06-09
57,entrepreneur,married,primary,True,1153.0,True,True,unknown,238,6,-1,0.0,True,2008-06-09
41,unemployed,married,tertiary,True,1666.0,True,True,unknown,291,3,-1,0.0,True,2008-06-09
43,services,divorced,secondary,True,5571.0,True,True,unknown,149,1,-1,0.0,True,2008-06-09
60,retired,married,primary,True,17413.0,True,True,unknown,200,1,-1,0.0,True,2008-06-09
60,blue-collar,married,primary,True,4903.0,True,True,unknown,290,1,-1,0.0,True,2008-06-09
37,blue-collar,married,primary,True,4997.0,True,True,unknown,172,2,-1,0.0,True,2008-06-09
56,services,married,secondary,True,4309.0,True,True,unknown,465,6,-1,0.0,True,2008-06-09
57,housemaid,married,primary,True,3570.0,True,True,unknown,233,2,-1,0.0,True,2008-06-09
40,entrepreneur,married,tertiary,True,3571.0,True,True,unknown,222,3,-1,0.0,True,2008-06-09
39,management,single,tertiary,True,3281.0,True,True,unknown,90,4,-1,0.0,True,2008-06-09
37,services,married,secondary,True,718.0,True,True,unknown,215,3,-1,0.0,True,2008-06-09
41,technician,married,secondary,True,90.0,True,True,unknown,171,2,-1,0.0,True,2008-06-09
49,housemaid,married,secondary,True,81.0,True,True,unknown,493,2,-1,0.0,True,2008-06-09
57,management,married,primary,True,595.0,True,True,unknown,188,2,-1,0.0,True,2008-06-09
50,management,married,primary,True,791.0,True,True,unknown,17,5,-1,0.0,True,2008-06-09
48,technician,married,secondary,True,5.0,True,True,unknown,65,6,-1,0.0,True,2008-06-09
41,services,married,primary,True,510.0,True,True,unknown,316,2,-1,0.0,True,2008-06-09
59,management,married,secondary,True,1321.0,True,True,unknown,3881,3,-1,0.0,True,2008-06-09
36,admin.,single,tertiary,True,3819.0,True,True,unknown,398,2,-1,0.0,True,2008-06-09
47,management,married,primary,True,835.0,True,True,unknown,137,2,-1,0.0,True,2008-06-09
56,blue-collar,divorced,primary,True,3021.0,True,True,unknown,419,2,-1,0.0,True,2008-06-09
41,admin.,married,secondary,True,0.0,True,True,unknown,65,3,-1,0.0,True,2008-06-09
43,blue-collar,married,primary,True,547.0,True,True,unknown,96,6,-1,0.0,True,2008-06-09
37,admin.,married,primary,True,3913.0,True,True,unknown,76,2,-1,0.0,True,2008-06-09
37,technician,single,secondary,True,375.0,True,True,unknown,223,2,-1,0.0,True,2008-06-09
52,blue-collar,married,primary,True,2.0,True,True,unknown,70,3,-1,0.0,True,2008-06-09
39,management,divorced,tertiary,True,3261.0,True,True,unknown,150,17,-1,0.0,True,2008-06-09
51,admin.,divorced,secondary,True,2717.0,True,True,unknown,559,2,-1,0.0,True,2008-06-09
38,technician,divorced,tertiary,True,1805.0,True,True,unknown,952,2,-1,0.0,True,2008-06-09
35,admin.,married,secondary,True,-521.0,True,True,unknown,71,2,-1,0.0,True,2008-06-09
48,management,married,unknown,True,598.0,True,True,unknown,152,2,-1,0.0,True,2008-06-09
58,blue-collar,married,secondary,True,25.0,True,True,unknown,486,3,-1,0.0,True,2008-06-09
51,management,married,secondary,True,0.0,True,True,unknown,224,3,-1,0.0,True,2008-06-09
45,technician,married,secondary,True,546.0,True,True,unknown,152,4,-1,0.0,True,2008-06-09
26,blue-collar,single,primary,True,535.0,True,True,unknown,21,37,-1,0.0,True,2008-06-09
40,blue-collar,married,secondary,True,2932.0,True,True,unknown,22,17,-1,0.0,True,2008-06-09
35,blue-collar,married,secondary,True,4.0,True,True,unknown,130,2,-1,0.0,True,2008-06-09
49,management,married,secondary,True,321.0,True,True,unknown,135,3,-1,0.0,True,2008-06-09
50,blue-collar,married,primary,True,0.0,True,True,unknown,199,4,-1,0.0,True,2008-06-09
37,self-employed,divorced,secondary,True,3467.0,True,True,unknown,185,2,-1,0.0,True,2008-06-09
37,services,married,secondary,True,651.0,True,True,unknown,220,2,-1,0.0,True,2008-06-09
34,entrepreneur,married,tertiary,True,4343.0,True,True,unknown,85,4,-1,0.0,True,2008-06-09
56,blue-collar,married,primary,True,197.0,True,True,unknown,258,2,-1,0.0,True,2008-06-09
39,housemaid,divorced,secondary,True,7783.0,True,True,unknown,108,2,-1,0.0,True,2008-06-09
59,housemaid,married,primary,True,5501.0,True,True,unknown,172,4,-1,0.0,True,2008-06-09
36,services,married,secondary,True,136.0,True,True,unknown,244,3,-1,0.0,True,2008-06-09
25,blue-collar,single,primary,True,116.0,True,True,unknown,253,4,-1,0.0,True,2008-06-09
40,unemployed,single,secondary,True,6.0,True,True,unknown,134,3,-1,0.0,True,2008-06-09
38,blue-collar,single,secondary,True,93.0,True,True,unknown,92,6,-1,0.0,True,2008-06-09
49,housemaid,married,secondary,True,3812.0,True,True,unknown,121,2,-1,0.0,True,2008-06-09
39,admin.,divorced,secondary,True,765.0,True,True,unknown,155,3,-1,0.0,True,2008-06-09
37,blue-collar,married,secondary,True,427.0,True,True,unknown,371,3,-1,0.0,True,2008-06-09
43,services,single,secondary,True,532.0,True,True,unknown,216,2,-1,0.0,True,2008-06-09
41,technician,single,secondary,True,0.0,True,True,unknown,229,2,-1,0.0,True,2008-06-09
35,admin.,married,secondary,True,2897.0,True,True,unknown,243,2,-1,0.0,True,2008-06-09
